"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"8305",0,75,31,99,81,100,100,69,90,34,76,0,53,8,88,23,7,3,0,75,31,99,81,100,100,69,90,34,76,0,53,8,88,23,7,3
"8306",100,100,74,96,45,68,28,35,32,0,63,12,38,37,0,31,6,4,100,100,74,96,45,68,28,35,32,0,63,12,38,37,0,31,6,4
"8307",10,86,69,100,39,91,3,66,44,47,100,36,61,11,0,0,5,9,10,86,69,100,39,91,3,66,44,47,100,36,61,11,0,0,5,9
"8308",13,80,43,100,74,88,64,56,100,36,78,8,36,0,0,19,3,9,13,80,43,100,74,88,64,56,100,36,78,8,36,0,0,19,3,9
"8309",59,100,11,75,0,43,100,49,66,80,70,83,73,32,74,0,4,6,59,100,11,75,0,43,100,49,66,80,70,83,73,32,74,0,4,6
"8310",17,100,18,55,64,42,40,0,12,27,0,75,45,95,100,99,5,7,17,100,18,55,64,42,40,0,12,27,0,75,45,95,100,99,5,7
"8311",74,98,10,96,44,61,100,29,48,0,0,28,39,67,40,100,8,8,74,98,10,96,44,61,100,29,48,0,0,28,39,67,40,100,8,8
"8312",24,83,62,100,86,81,59,55,89,39,100,16,52,0,0,9,3,9,24,83,62,100,86,81,59,55,89,39,100,16,52,0,0,9,3,9
"8313",93,91,40,100,43,80,79,92,91,56,100,20,57,0,0,1,9,9,93,91,40,100,43,80,79,92,91,56,100,20,57,0,0,1,9,9
"8314",25,68,68,43,61,0,4,9,42,48,100,82,68,100,0,74,8,1,25,68,68,43,61,0,4,9,42,48,100,82,68,100,0,74,8,1
"8315",23,72,44,100,73,86,51,50,19,20,0,8,50,0,100,11,2,2,23,72,44,100,73,86,51,50,19,20,0,8,50,0,100,11,2,2
"8316",12,79,9,48,36,18,30,0,12,31,0,62,34,88,100,100,5,7,12,79,9,48,36,18,30,0,12,31,0,62,34,88,100,100,5,7
"8317",100,100,70,89,52,75,39,61,25,45,11,31,2,15,0,0,1,4,100,100,70,89,52,75,39,61,25,45,11,31,2,15,0,0,1,4
"8318",42,77,50,88,8,48,0,1,63,0,98,43,100,91,38,100,0,5,42,77,50,88,8,48,0,1,63,0,98,43,100,91,38,100,0,5
"8319",62,91,79,64,90,100,56,78,97,64,100,21,51,0,0,16,9,9,62,91,79,64,90,100,56,78,97,64,100,21,51,0,0,16,9,9
"8320",0,63,22,66,64,87,100,100,76,75,53,50,27,25,7,0,1,3,0,63,22,66,64,87,100,100,76,75,53,50,27,25,7,0,1,3
"8321",100,97,75,100,45,86,44,59,75,44,69,18,35,6,0,0,5,9,100,97,75,100,45,86,44,59,75,44,69,18,35,6,0,0,5,9
"8322",23,86,68,100,91,74,53,49,9,33,0,8,49,1,100,0,2,2,23,86,68,100,91,74,53,49,9,33,0,8,49,1,100,0,2,2
"8323",19,100,0,65,49,36,33,0,1,14,4,67,41,94,100,97,5,7,19,100,0,65,49,36,33,0,1,14,4,67,41,94,100,97,5,7
"8324",28,76,80,85,44,100,48,85,100,71,96,37,51,15,0,0,9,9,28,76,80,85,44,100,48,85,100,71,96,37,51,15,0,0,9,9
"8325",11,99,57,100,66,54,41,8,51,0,100,29,59,41,0,51,7,4,11,99,57,100,66,54,41,8,51,0,100,29,59,41,0,51,7,4
"8326",0,33,35,48,64,74,92,100,100,97,80,65,60,33,43,0,1,3,0,33,35,48,64,74,92,100,100,97,80,65,60,33,43,0,1,3
"8327",14,69,34,100,50,74,29,36,0,21,36,23,68,0,100,14,2,2,14,69,34,100,50,74,29,36,0,21,36,23,68,0,100,14,2,2
"8328",0,39,38,57,69,79,100,100,90,74,71,49,53,24,34,0,1,3,0,39,38,57,69,79,100,100,90,74,71,49,53,24,34,0,1,3
"8329",100,100,62,87,21,59,0,27,30,0,95,9,73,34,5,30,6,4,100,100,62,87,21,59,0,27,30,0,95,9,73,34,5,30,6,4
"8330",3,100,59,100,79,68,71,33,52,0,0,13,41,36,100,46,7,2,3,100,59,100,79,68,71,33,52,0,0,13,41,36,100,46,7,2
"8331",48,97,9,63,0,15,49,0,94,27,100,73,55,100,5,82,0,5,48,97,9,63,0,15,49,0,94,27,100,73,55,100,5,82,0,5
"8332",100,99,66,100,36,80,38,50,79,41,69,16,32,0,0,7,5,9,100,99,66,100,36,80,38,50,79,41,69,16,32,0,0,7,5,9
"8333",34,71,46,100,54,66,32,25,0,0,21,7,61,9,100,20,2,2,34,71,46,100,54,66,32,25,0,0,21,7,61,9,100,20,2,2
"8334",100,100,76,79,49,58,29,34,20,10,58,0,49,17,0,5,6,4,100,100,76,79,49,58,29,34,20,10,58,0,49,17,0,5,6,4
"8335",28,95,0,55,8,8,55,0,93,32,100,79,59,100,15,78,0,5,28,95,0,55,8,8,55,0,93,32,100,79,59,100,15,78,0,5
"8336",28,91,49,71,100,35,55,0,0,24,32,63,82,100,45,100,8,1,28,91,49,71,100,35,55,0,0,24,32,63,82,100,45,100,8,1
"8337",15,81,0,68,14,97,77,100,100,95,80,62,68,28,63,0,7,3,15,81,0,68,14,97,77,100,100,95,80,62,68,28,63,0,7,3
"8338",20,98,1,64,46,35,30,0,1,24,0,71,43,95,100,100,5,7,20,98,1,64,46,35,30,0,1,24,0,71,43,95,100,100,5,7
"8339",100,99,54,100,23,79,17,60,61,63,66,30,39,1,0,0,5,4,100,99,54,100,23,79,17,60,61,63,66,30,39,1,0,0,5,4
"8340",0,88,29,100,65,86,62,40,52,0,35,43,61,53,100,52,7,2,0,88,29,100,65,86,62,40,52,0,35,43,61,53,100,52,7,2
"8341",13,85,52,100,63,74,57,55,100,49,81,18,40,0,0,7,3,9,13,85,52,100,63,74,57,55,100,49,81,18,40,0,0,7,3,9
"8342",100,90,53,100,37,61,91,65,99,84,97,41,62,7,0,0,9,9,100,90,53,100,37,61,91,65,99,84,97,41,62,7,0,0,9,9
"8343",100,72,47,57,18,78,60,100,90,74,83,39,53,10,0,0,9,9,100,72,47,57,18,78,60,100,90,74,83,39,53,10,0,0,9,9
"8344",12,78,40,100,44,98,44,58,44,19,0,0,44,4,100,6,1,2,12,78,40,100,44,98,44,58,44,19,0,0,44,4,100,6,1,2
"8345",84,66,82,100,26,78,72,56,99,86,100,44,72,6,0,0,9,9,84,66,82,100,26,78,72,56,99,86,100,44,72,6,0,0,9,9
"8346",0,79,25,100,35,66,22,30,3,0,35,1,67,4,100,11,2,2,0,79,25,100,35,66,22,30,3,0,35,1,67,4,100,11,2,2
"8347",39,80,72,100,100,85,71,60,89,36,84,7,40,0,0,16,3,9,39,80,72,100,100,85,71,60,89,36,84,7,40,0,0,16,3,9
"8348",27,94,26,95,0,49,6,0,64,0,100,40,91,88,37,100,0,5,27,94,26,95,0,49,6,0,64,0,100,40,91,88,37,100,0,5
"8349",56,94,97,100,49,85,35,54,83,42,100,21,53,2,0,0,5,9,56,94,97,100,49,85,35,54,83,42,100,21,53,2,0,0,5,9
"8350",35,98,6,70,0,25,34,0,77,12,100,50,84,92,41,100,0,5,35,98,6,70,0,25,34,0,77,12,100,50,84,92,41,100,0,5
"8351",11,55,13,10,51,0,85,29,100,70,72,100,30,90,0,58,0,10,11,55,13,10,51,0,85,29,100,70,72,100,30,90,0,58,0,10
"8352",0,87,31,100,66,71,61,35,51,0,1,13,21,28,100,34,7,2,0,87,31,100,66,71,61,35,51,0,1,13,21,28,100,34,7,2
"8353",0,83,22,100,38,70,27,30,14,0,42,1,71,2,100,5,2,2,0,83,22,100,38,70,27,30,14,0,42,1,71,2,100,5,2,2
"8354",54,88,85,100,100,82,70,60,91,37,86,11,43,0,0,14,3,9,54,88,85,100,100,82,70,60,91,37,86,11,43,0,0,14,3,9
"8355",0,68,43,82,90,100,100,94,87,71,78,47,76,23,81,0,1,3,0,68,43,82,90,100,100,94,87,71,78,47,76,23,81,0,1,3
"8356",100,91,58,100,20,75,0,38,11,0,56,3,61,37,20,33,6,4,100,91,58,100,20,75,0,38,11,0,56,3,61,37,20,33,6,4
"8357",27,70,59,100,27,66,14,26,48,0,100,19,59,40,0,30,6,4,27,70,59,100,27,66,14,26,48,0,100,19,59,40,0,30,6,4
"8358",81,100,59,98,21,65,0,29,33,0,100,10,86,37,20,25,6,4,81,100,59,98,21,65,0,29,33,0,100,10,86,37,20,25,6,4
"8359",17,66,45,100,42,82,45,40,41,0,0,9,51,10,100,10,1,2,17,66,45,100,42,82,45,40,41,0,0,9,51,10,100,10,1,2
"8360",19,59,22,8,60,0,92,31,100,78,65,100,27,88,0,51,0,10,19,59,22,8,60,0,92,31,100,78,65,100,27,88,0,51,0,10
"8361",2,100,51,92,58,61,51,29,29,0,0,10,38,27,100,29,7,2,2,100,51,92,58,61,51,29,29,0,0,10,38,27,100,29,7,2
"8362",0,82,58,99,70,100,61,62,59,24,24,2,14,0,100,3,1,2,0,82,58,99,70,100,61,62,59,24,24,2,14,0,100,3,1,2
"8363",33,86,62,60,88,30,64,0,31,28,0,57,21,84,100,100,5,7,33,86,62,60,88,30,64,0,31,28,0,57,21,84,100,100,5,7
"8364",58,100,49,99,23,74,0,51,55,46,100,46,82,26,62,0,4,6,58,100,49,99,23,74,0,51,55,46,100,46,82,26,62,0,4,6
"8365",40,92,77,100,90,85,75,56,100,29,79,6,40,1,0,0,3,9,40,92,77,100,90,85,75,56,100,29,79,6,40,1,0,0,3,9
"8366",42,68,0,73,1,95,44,100,82,87,100,59,91,29,74,0,9,6,42,68,0,73,1,95,44,100,82,87,100,59,91,29,74,0,9,6
"8367",0,86,47,100,83,86,48,64,62,49,100,31,71,7,16,0,3,9,0,86,47,100,83,86,48,64,62,49,100,31,71,7,16,0,3,9
"8368",31,96,100,100,56,96,30,72,61,60,99,33,56,0,0,15,5,9,31,96,100,100,56,96,30,72,61,60,99,33,56,0,0,15,5,9
"8369",70,100,14,87,66,79,87,81,98,52,100,21,58,0,0,6,9,9,70,100,14,87,66,79,87,81,98,52,100,21,58,0,0,6,9,9
"8370",50,100,15,82,0,51,72,45,100,61,64,73,49,36,43,0,4,6,50,100,15,82,0,51,72,45,100,61,64,73,49,36,43,0,4,6
"8371",100,82,56,100,51,60,69,18,22,0,0,28,48,53,96,73,8,8,100,82,56,100,51,60,69,18,22,0,0,28,48,53,96,73,8,8
"8372",25,70,54,100,60,66,35,27,0,1,19,10,61,0,100,0,2,2,25,70,54,100,60,66,35,27,0,1,19,10,61,0,100,0,2,2
"8373",13,78,40,100,53,71,32,34,0,13,25,7,62,0,100,1,2,2,13,78,40,100,53,71,32,34,0,13,25,7,62,0,100,1,2,2
"8374",28,79,55,100,52,68,29,39,0,15,31,1,68,0,100,23,2,2,28,79,55,100,52,68,29,39,0,15,31,1,68,0,100,23,2,2
"8375",0,70,62,70,95,100,21,88,45,72,100,76,80,39,67,0,9,3,0,70,62,70,95,100,21,88,45,72,100,76,80,39,67,0,9,3
"8376",50,92,100,100,53,92,22,60,48,65,80,40,51,8,0,0,5,9,50,92,100,100,53,92,22,60,48,65,80,40,51,8,0,0,5,9
"8377",23,93,0,70,15,100,70,99,100,93,87,60,76,27,65,0,7,3,23,93,0,70,15,100,70,99,100,93,87,60,76,27,65,0,7,3
"8378",26,81,9,61,52,33,25,0,0,22,13,73,50,100,100,92,5,7,26,81,9,61,52,33,25,0,0,22,13,73,50,100,100,92,5,7
"8379",100,95,83,100,29,98,0,66,27,57,75,46,64,12,17,0,5,4,100,95,83,100,29,98,0,66,27,57,75,46,64,12,17,0,5,4
"8380",19,85,20,39,44,0,86,18,100,62,73,100,26,97,0,60,0,10,19,85,20,39,44,0,86,18,100,62,73,100,26,97,0,60,0,10
"8381",38,88,51,100,60,74,35,47,0,24,9,16,51,0,100,9,2,2,38,88,51,100,60,74,35,47,0,24,9,16,51,0,100,9,2,2
"8382",77,100,37,95,63,78,98,95,100,56,86,19,46,0,0,1,9,9,77,100,37,95,63,78,98,95,100,56,86,19,46,0,0,1,9,9
"8383",24,100,24,99,0,64,38,41,99,39,100,78,89,39,85,0,4,6,24,100,24,99,0,64,38,41,99,39,100,78,89,39,85,0,4,6
"8384",0,59,18,94,52,100,52,61,32,26,24,0,62,7,100,14,2,2,0,59,18,94,52,100,52,61,32,26,24,0,62,7,100,14,2,2
"8385",89,73,61,100,22,71,68,37,76,0,0,0,40,34,100,64,8,8,89,73,61,100,22,71,68,37,76,0,0,0,40,34,100,64,8,8
"8386",88,90,14,100,35,70,100,38,79,0,0,11,40,51,88,89,8,8,88,90,14,100,35,70,100,38,79,0,0,11,40,51,88,89,8,8
"8387",13,84,0,67,21,100,85,100,100,88,75,52,60,14,56,0,7,3,13,84,0,67,21,100,85,100,100,88,75,52,60,14,56,0,7,3
"8388",100,67,70,100,24,88,0,46,9,0,57,2,92,34,91,75,0,8,100,67,70,100,24,88,0,46,9,0,57,2,92,34,91,75,0,8
"8389",49,92,37,76,62,35,30,0,0,28,52,59,100,91,42,100,8,1,49,92,37,76,62,35,30,0,0,28,52,59,100,91,42,100,8,1
"8390",0,51,37,81,47,100,37,66,33,32,4,3,18,0,100,3,1,2,0,51,37,81,47,100,37,66,33,32,4,3,18,0,100,3,1,2
"8391",0,60,40,87,57,100,52,66,55,32,43,2,24,0,100,5,1,2,0,60,40,87,57,100,52,66,55,32,43,2,24,0,100,5,1,2
"8392",41,77,70,100,100,78,67,50,76,38,93,11,44,0,0,5,3,9,41,77,70,100,100,78,67,50,76,38,93,11,44,0,0,5,3,9
"8393",54,71,92,76,69,100,65,77,100,55,83,23,43,7,0,0,9,9,54,71,92,76,69,100,65,77,100,55,83,23,43,7,0,0,9,9
"8394",0,86,34,100,62,83,38,53,10,27,7,0,54,2,100,5,2,2,0,86,34,100,62,83,38,53,10,27,7,0,54,2,100,5,2,2
"8395",71,76,34,100,0,72,8,31,42,0,86,15,100,56,88,96,0,8,71,76,34,100,0,72,8,31,42,0,86,15,100,56,88,96,0,8
"8396",27,100,19,89,0,65,43,53,100,55,78,44,46,24,30,0,4,6,27,100,19,89,0,65,43,53,100,55,78,44,46,24,30,0,4,6
"8397",66,100,32,71,0,43,59,45,100,70,100,65,76,32,50,0,4,6,66,100,32,71,0,43,59,45,100,70,100,65,76,32,50,0,4,6
"8398",34,84,72,100,95,78,65,52,100,39,95,11,49,0,0,2,3,9,34,84,72,100,95,78,65,52,100,39,95,11,49,0,0,2,3,9
"8399",0,43,34,59,68,79,100,100,85,75,69,49,51,24,30,0,1,3,0,43,34,59,68,79,100,100,85,75,69,49,51,24,30,0,1,3
"8400",100,85,24,100,2,73,77,42,85,0,0,14,33,56,81,87,8,8,100,85,24,100,2,73,77,42,85,0,0,14,33,56,81,87,8,8
"8401",100,93,66,100,27,93,0,65,31,55,66,40,47,10,7,0,5,4,100,93,66,100,27,93,0,65,31,55,66,40,47,10,7,0,5,4
"8402",59,100,0,78,33,53,100,56,67,89,46,73,37,36,29,0,4,6,59,100,0,78,33,53,100,56,67,89,46,73,37,36,29,0,4,6
"8403",11,78,0,56,53,41,46,0,3,10,4,70,46,100,100,94,5,7,11,78,0,56,53,41,46,0,3,10,4,70,46,100,100,94,5,7
"8404",14,67,29,100,54,72,35,32,0,4,17,10,59,0,100,3,2,2,14,67,29,100,54,72,35,32,0,4,17,10,59,0,100,3,2,2
"8405",96,86,33,100,31,66,100,32,66,0,0,27,72,60,78,98,8,8,96,86,33,100,31,66,100,32,66,0,0,27,72,60,78,98,8,8
"8406",34,78,66,100,100,87,67,59,85,49,89,19,47,0,0,5,3,9,34,78,66,100,100,87,67,59,85,49,89,19,47,0,0,5,3,9
"8407",11,100,45,66,100,33,82,0,16,19,47,53,89,87,0,87,8,1,11,100,45,66,100,33,82,0,16,19,47,53,89,87,0,87,8,1
"8408",45,72,73,100,85,83,51,58,10,36,0,18,48,6,100,0,2,2,45,72,73,100,85,83,51,58,10,36,0,18,48,6,100,0,2,2
"8409",71,92,70,100,93,86,70,60,100,38,87,12,41,0,0,5,3,9,71,92,70,100,93,86,70,60,100,38,87,12,41,0,0,5,3,9
"8410",0,67,38,82,88,100,100,82,85,61,65,40,46,20,23,0,1,3,0,67,38,82,88,100,100,82,85,61,65,40,46,20,23,0,1,3
"8411",0,85,41,100,70,82,54,53,100,49,90,21,51,2,5,0,3,9,0,85,41,100,70,82,54,53,100,49,90,21,51,2,5,0,3,9
"8412",27,70,60,100,59,84,57,44,54,6,0,5,46,2,100,0,1,2,27,70,60,100,59,84,57,44,54,6,0,5,46,2,100,0,1,2
"8413",24,76,0,48,25,2,83,0,100,50,82,100,28,84,8,34,0,10,24,76,0,48,25,2,83,0,100,50,82,100,28,84,8,34,0,10
"8414",25,100,16,68,0,34,48,35,90,49,89,58,92,23,100,0,4,6,25,100,16,68,0,34,48,35,90,49,89,58,92,23,100,0,4,6
"8415",59,72,58,100,0,68,84,35,100,0,2,18,54,56,71,84,8,8,59,72,58,100,0,68,84,35,100,0,2,18,54,56,71,84,8,8
"8416",63,100,6,82,83,55,100,20,24,0,0,34,22,70,13,95,8,8,63,100,6,82,83,55,100,20,24,0,0,34,22,70,13,95,8,8
"8417",40,100,11,66,0,22,35,0,78,16,100,55,83,95,39,99,0,5,40,100,11,66,0,22,35,0,78,16,100,55,83,95,39,99,0,5
"8418",100,94,76,100,36,67,3,30,31,0,90,15,59,46,0,34,6,4,100,94,76,100,36,67,3,30,31,0,90,15,59,46,0,34,6,4
"8419",97,76,57,100,17,72,0,28,36,0,81,19,100,56,88,88,0,8,97,76,57,100,17,72,0,28,36,0,81,19,100,56,88,88,0,8
"8420",28,93,31,53,54,15,0,0,11,36,61,67,100,100,30,98,8,1,28,93,31,53,54,15,0,0,11,36,61,67,100,100,30,98,8,1
"8421",14,85,0,48,25,10,73,0,100,35,85,76,43,100,0,84,0,10,14,85,0,48,25,10,73,0,100,35,85,76,43,100,0,84,0,10
"8422",35,78,62,100,92,78,69,49,77,49,100,20,56,0,0,14,3,9,35,78,62,100,92,78,69,49,77,49,100,20,56,0,0,14,3,9
"8423",36,83,66,100,94,81,60,54,100,44,92,12,44,0,0,17,3,9,36,83,66,100,94,81,60,54,100,44,92,12,44,0,0,17,3,9
"8424",49,100,0,79,9,49,100,50,86,78,49,86,44,43,48,0,4,6,49,100,0,79,9,49,100,50,86,78,49,86,44,43,48,0,4,6
"8425",15,100,2,79,0,57,48,49,100,56,97,43,87,21,98,0,4,6,15,100,2,79,0,57,48,49,100,56,97,43,87,21,98,0,4,6
"8426",19,64,10,25,46,0,85,19,100,64,73,100,29,99,0,66,0,10,19,64,10,25,46,0,85,19,100,64,73,100,29,99,0,66,0,10
"8427",81,100,79,99,34,67,3,33,25,0,100,9,76,37,0,26,6,4,81,100,79,99,34,67,3,33,25,0,100,9,76,37,0,26,6,4
"8428",20,76,39,100,56,79,32,46,0,22,21,18,59,1,100,0,2,2,20,76,39,100,56,79,32,46,0,22,21,18,59,1,100,0,2,2
"8429",13,90,64,100,90,74,39,58,97,53,100,20,51,0,0,12,3,9,13,90,64,100,90,74,39,58,97,53,100,20,51,0,0,12,3,9
"8430",0,48,30,66,65,83,100,100,99,79,88,53,81,26,76,0,1,3,0,48,30,66,65,83,100,100,99,79,88,53,81,26,76,0,1,3
"8431",22,77,62,100,90,74,55,43,93,49,100,18,42,0,0,22,3,9,22,77,62,100,90,74,55,43,93,49,100,18,42,0,0,22,3,9
"8432",26,94,67,100,100,89,66,68,92,39,84,14,41,7,0,0,3,9,26,94,67,100,100,89,66,68,92,39,84,14,41,7,0,0,3,9
"8433",0,65,40,83,100,100,96,80,80,60,56,40,28,20,12,0,1,3,0,65,40,83,100,100,96,80,80,60,56,40,28,20,12,0,1,3
"8434",34,69,54,100,62,68,36,34,0,8,6,10,52,3,100,0,2,2,34,69,54,100,62,68,36,34,0,8,6,10,52,3,100,0,2,2
"8435",56,92,36,64,100,46,72,5,1,0,0,44,18,87,92,100,5,7,56,92,36,64,100,46,72,5,1,0,0,44,18,87,92,100,5,7
"8436",77,100,22,84,63,60,92,94,100,63,100,24,45,0,0,29,9,9,77,100,22,84,63,60,92,94,100,63,100,24,45,0,0,29,9,9
"8437",100,93,86,100,70,84,54,67,41,50,27,33,14,17,0,0,1,9,100,93,86,100,70,84,54,67,41,50,27,33,14,17,0,0,1,9
"8438",0,56,25,64,60,89,65,100,45,75,35,49,45,23,100,0,1,3,0,56,25,64,60,89,65,100,45,75,35,49,45,23,100,0,1,3
"8439",30,100,0,72,13,43,66,40,100,62,92,60,68,30,49,0,4,6,30,100,0,72,13,43,66,40,100,62,92,60,68,30,49,0,4,6
"8440",20,66,34,100,41,74,29,32,0,0,8,0,54,4,100,11,1,2,20,66,34,100,41,74,29,32,0,0,8,0,54,4,100,11,1,2
"8441",0,84,46,57,89,28,68,0,41,24,70,54,100,85,41,100,8,1,0,84,46,57,89,28,68,0,41,24,70,54,100,85,41,100,8,1
"8442",53,80,38,100,0,77,66,72,70,67,100,30,68,3,2,0,9,9,53,80,38,100,0,77,66,72,70,67,100,30,68,3,2,0,9,9
"8443",59,100,24,90,0,58,97,49,100,78,82,78,65,38,53,0,4,6,59,100,24,90,0,58,97,49,100,78,82,78,65,38,53,0,4,6
"8444",100,100,91,86,71,72,53,58,38,44,24,29,11,15,0,0,1,9,100,100,91,86,71,72,53,58,38,44,24,29,11,15,0,0,1,9
"8445",100,86,12,100,0,64,67,29,39,0,35,38,94,74,92,98,8,8,100,86,12,100,0,64,67,29,39,0,35,38,94,74,92,98,8,8
"8446",45,100,10,75,0,47,60,38,100,54,97,59,79,29,69,0,4,6,45,100,10,75,0,47,60,38,100,54,97,59,79,29,69,0,4,6
"8447",0,66,31,84,71,100,100,99,92,74,84,50,82,25,85,0,1,3,0,66,31,84,71,100,100,99,92,74,84,50,82,25,85,0,1,3
"8448",28,94,63,100,84,69,66,30,42,0,0,25,47,38,100,37,7,2,28,94,63,100,84,69,66,30,42,0,0,25,47,38,100,37,7,2
"8449",34,75,0,44,0,3,47,0,86,29,100,67,74,100,24,91,0,5,34,75,0,44,0,3,47,0,86,29,100,67,74,100,24,91,0,5
"8450",27,91,37,99,100,100,78,77,63,53,75,29,57,5,0,0,3,9,27,91,37,99,100,100,78,77,63,53,75,29,57,5,0,0,3,9
"8451",0,59,46,83,62,100,57,64,55,27,25,0,36,3,100,1,1,2,0,59,46,83,62,100,57,64,55,27,25,0,36,3,100,1,1,2
"8452",87,100,36,82,3,52,0,17,50,0,100,13,55,31,0,20,6,4,87,100,36,82,3,52,0,17,50,0,100,13,55,31,0,20,6,4
"8453",37,87,100,100,56,91,19,67,22,54,79,42,59,16,0,0,5,9,37,87,100,100,56,91,19,67,22,54,79,42,59,16,0,0,5,9
"8454",42,79,53,42,42,0,0,2,38,38,89,70,100,100,39,75,8,1,42,79,53,42,42,0,0,2,38,38,89,70,100,100,39,75,8,1
"8455",26,91,74,100,74,77,48,53,19,30,0,5,47,0,100,2,2,2,26,91,74,100,74,77,48,53,19,30,0,5,47,0,100,2,2,2
"8456",44,100,22,68,0,38,54,40,100,48,95,65,93,32,100,0,4,6,44,100,22,68,0,38,54,40,100,48,95,65,93,32,100,0,4,6
"8457",34,100,0,78,13,56,68,53,100,71,75,48,49,24,30,0,4,6,34,100,0,78,13,56,68,53,100,71,75,48,49,24,30,0,4,6
"8458",78,69,87,100,0,90,16,63,100,80,87,63,50,31,28,0,9,6,78,69,87,100,0,90,16,63,100,80,87,63,50,31,28,0,9,6
"8459",100,100,48,88,14,59,0,28,27,0,92,8,69,29,2,18,6,4,100,100,48,88,14,59,0,28,27,0,92,8,69,29,2,18,6,4
"8460",6,100,54,96,81,56,64,6,36,0,0,38,51,35,100,32,7,2,6,100,54,96,81,56,64,6,36,0,0,38,51,35,100,32,7,2
"8461",79,100,44,95,53,51,54,8,6,0,0,36,60,54,100,83,8,8,79,100,44,95,53,51,54,8,6,0,0,36,60,54,100,83,8,8
"8462",44,64,60,100,97,83,77,43,39,11,0,13,51,23,100,0,2,2,44,64,60,100,97,83,77,43,39,11,0,13,51,23,100,0,2,2
"8463",1,82,32,100,48,71,38,41,12,13,0,6,49,0,100,1,2,2,1,82,32,100,48,71,38,41,12,13,0,6,49,0,100,1,2,2
"8464",97,87,56,74,34,95,83,100,100,68,88,36,53,8,0,0,9,9,97,87,56,74,34,95,83,100,100,68,88,36,53,8,0,0,9,9
"8465",0,83,28,100,59,88,42,57,22,28,31,0,70,1,100,2,2,2,0,83,28,100,59,88,42,57,22,28,31,0,70,1,100,2,2,2
"8466",19,65,24,100,46,81,27,45,0,12,10,1,56,0,100,4,2,2,19,65,24,100,46,81,27,45,0,12,10,1,56,0,100,4,2,2
"8467",98,80,34,100,8,73,73,44,100,10,8,0,0,27,70,55,8,8,98,80,34,100,8,73,73,44,100,10,8,0,0,27,70,55,8,8
"8468",0,81,38,100,66,74,42,36,6,10,10,1,55,6,100,0,2,2,0,81,38,100,66,74,42,36,6,10,10,1,55,6,100,0,2,2
"8469",0,76,47,71,96,96,28,100,17,77,90,74,100,37,100,0,9,3,0,76,47,71,96,96,28,100,17,77,90,74,100,37,100,0,9,3
"8470",38,68,68,100,66,82,62,44,55,7,0,0,57,3,100,7,1,2,38,68,68,100,66,82,62,44,55,7,0,0,57,3,100,7,1,2
"8471",12,100,25,89,17,37,40,0,0,10,7,54,51,72,100,81,5,7,12,100,25,89,17,37,40,0,0,10,7,54,51,72,100,81,5,7
"8472",100,66,66,100,0,77,32,38,60,0,9,21,51,59,87,94,8,8,100,66,66,100,0,77,32,38,60,0,9,21,51,59,87,94,8,8
"8473",0,50,42,72,81,95,100,100,88,75,69,50,49,25,32,0,1,3,0,50,42,72,81,95,100,100,88,75,69,50,49,25,32,0,1,3
"8474",70,62,100,93,27,100,27,67,66,33,55,0,0,15,47,45,8,9,70,62,100,93,27,100,27,67,66,33,55,0,0,15,47,45,8,9
"8475",43,93,30,62,45,25,0,0,6,30,53,61,100,91,53,100,8,1,43,93,30,62,45,25,0,0,6,30,53,61,100,91,53,100,8,1
"8476",31,87,77,100,81,69,53,45,100,39,92,9,33,0,0,25,3,9,31,87,77,100,81,69,53,45,100,39,92,9,33,0,0,25,3,9
"8477",31,81,1,43,13,1,68,0,100,36,96,79,48,100,0,80,0,10,31,81,1,43,13,1,68,0,100,36,96,79,48,100,0,80,0,10
"8478",100,100,70,87,29,60,0,30,3,0,71,5,73,30,2,25,6,4,100,100,70,87,29,60,0,30,3,0,71,5,73,30,2,25,6,4
"8479",100,100,45,83,14,61,0,38,3,14,66,0,97,15,21,7,6,4,100,100,45,83,14,61,0,38,3,14,66,0,97,15,21,7,6,4
"8480",100,100,62,97,39,73,46,49,84,41,71,14,34,0,0,8,5,9,100,100,62,97,39,73,46,49,84,41,71,14,34,0,0,8,5,9
"8481",67,100,26,92,0,56,9,12,49,0,88,15,100,60,70,90,0,5,67,100,26,92,0,56,9,12,49,0,88,15,100,60,70,90,0,5
"8482",15,72,38,100,49,67,29,29,0,16,33,22,66,8,100,0,2,2,15,72,38,100,49,67,29,29,0,16,33,22,66,8,100,0,2,2
"8483",0,77,40,96,90,100,82,73,68,50,100,24,60,0,20,15,3,9,0,77,40,96,90,100,82,73,68,50,100,24,60,0,20,15,3,9
"8484",100,100,60,82,32,56,13,28,22,0,70,8,40,24,0,19,6,4,100,100,60,82,32,56,13,28,22,0,70,8,40,24,0,19,6,4
"8485",0,68,40,100,64,96,61,59,57,23,9,0,33,3,100,2,1,2,0,68,40,100,64,96,61,59,57,23,9,0,33,3,100,2,1,2
"8486",97,85,53,100,12,78,74,74,97,86,100,44,61,12,0,0,9,9,97,85,53,100,12,78,74,74,97,86,100,44,61,12,0,0,9,9
